Product_ID,Product_Type,Material,Color,Sales_Data,Return_Rate,Production_Data,Season,Gender,Season_Demand_Spike,Date,Age,Customer_Feedback
P0247,Leggings,Wool,Blue,48,0.04,123,Spring,Female,1.35,2024-03-18,3,The color is vibrant and attractive.
P0240,Shorts,Spandex,Black,305,0.03,492,Spring,Female,1.21,2023-05-23,15,The color is vibrant and attractive.
P0148,Leggings,Cotton,Blue,44,0.27,119,Winter,Male,1.32,2024-02-03,6,"Comfortable fabric, however the color fades quickly."
P0298,Hoodie,Cotton,Grey,284,0.32,352,Summer,Female,1.47,2023-06-27,8,Average quality for the price.
P0019,T-Shirt,Wool,Blue,326,0.24,508,Winter,Female,1.4,2023-12-24,13,Decent but could be better.
P0032,Sweatpants,Spandex,Green,154,0.25,194,Summer,Male,1.14,2023-08-02,10,Loved the design and comfort.
P0011,Leggings,Cotton,White,304,0.07,385,Summer,Unisex,1.15,2023-08-09,8,Excellent stitching and finish.
P0297,T-Shirt,Fleece,White,291,0.31,355,Spring,Female,1.26,2024-05-06,14,My kid loves wearing this every day.
P0222,Leggings,Fleece,Black,195,0.04,302,Fall,Female,1.32,2024-09-30,7,Loved the design and comfort.
P0047,Shorts,Wool,Pink,128,0.09,195,Fall,Unisex,1.22,2024-09-17,7,Excellent stitching and finish.
P0090,Leggings,Polyester,Yellow,275,0.19,407,Fall,Male,1.37,2023-09-27,13,Loved the design and comfort.
P0278,Jacket,Spandex,Grey,139,0.35,186,Fall,Male,1.4,2024-09-05,14,Feels breathable and light.
P0179,T-Shirt,Cotton,Green,234,0.08,382,Winter,Male,1.39,2023-01-29,9,Fabric feels rough and uncomfortable.
P0031,Hoodie,Spandex,Yellow,88,0.21,139,Spring,Unisex,1.38,2024-03-18,11,Perfect fit and great quality.
P0130,Jacket,Fleece,Black,200,0.33,319,Summer,Unisex,1.35,2023-07-13,15,Decent but could be better.
P0247,Hoodie,Polyester,Green,258,0.03,282,Summer,Unisex,1.2,2024-06-26,14,The fabric is soft and comfortable.
P0243,Shorts,Wool,White,241,0.21,362,Fall,Unisex,1.2,2023-11-10,5,My kid loves wearing this every day.
P0167,T-Shirt,Fleece,Red,231,0.35,366,Summer,Female,1.1,2023-07-03,4,The fabric is soft and comfortable.
P0041,Sweatpants,Spandex,White,316,0.34,438,Spring,Female,1.48,2023-03-18,12,Loved the design and comfort.
P0169,Hoodie,Fleece,Green,26,0.23,183,Spring,Female,1.4,2024-03-10,8,"It's okay, nothing special."
P0143,Dress,Polyester,White,341,0.08,442,Winter,Female,1.35,2024-12-08,12,Perfect fit and great quality.
P0237,Dress,Wool,White,78,0.09,119,Summer,Unisex,1.02,2024-06-06,13,My kid loves wearing this every day.
P0138,Dress,Spandex,Blue,209,0.07,262,Summer,Unisex,1.21,2023-06-25,12,"Comfortable fabric, however the color fades quickly."
P0085,Leggings,Wool,Grey,113,0.15,151,Fall,Female,1.27,2023-09-21,3,Size runs smaller than expected.
P0043,T-Shirt,Polyester,Red,213,0.1,314,Spring,Female,1.28,2024-03-29,15,The product arrived damaged.
P0194,Dress,Spandex,Yellow,264,0.32,414,Fall,Male,1.33,2023-11-18,15,Color fades after a few washes.
P0052,Shorts,Polyester,Grey,42,0.24,117,Summer,Male,1.07,2023-08-14,3,"It's okay, nothing special."
P0073,T-Shirt,Polyester,Red,73,0.14,134,Fall,Male,1.43,2023-09-28,10,The stitching quality could be better.
P0236,Dress,Cotton,Blue,134,0.18,270,Spring,Unisex,1.38,2023-05-18,15,Color fades after a few washes.
P0128,Dress,Fleece,Grey,155,0.09,213,Winter,Male,1.2,2023-02-27,6,The color is vibrant and attractive.
P0271,T-Shirt,Polyester,Yellow,153,0.02,332,Summer,Female,1.17,2023-08-16,3,Loved the design and comfort.
P0299,Jacket,Polyester,White,74,0.33,241,Spring,Unisex,1.12,2023-03-06,5,Loved the design and comfort.
P0166,Leggings,Polyester,Pink,340,0.25,399,Winter,Female,1.25,2024-02-10,6,The stitching quality could be better.
P0113,Sweatpants,Cotton,Red,176,0.25,365,Winter,Unisex,1.2,2024-12-15,13,Excellent stitching and finish.
P0237,Hoodie,Spandex,White,138,0.08,243,Spring,Female,1.08,2023-04-05,13,Loved the design and comfort.
P0256,Jacket,Cotton,Green,84,0.26,221,Spring,Unisex,1.21,2023-04-17,7,"Comfortable fabric, however the color fades quickly."
P0110,Sweatpants,Fleece,White,157,0.06,206,Fall,Female,1.28,2024-09-01,3,Zipper broke after one use.
P0023,T-Shirt,Cotton,Blue,117,0.07,202,Fall,Female,1.18,2024-11-07,4,Average quality for the price.
P0081,T-Shirt,Spandex,Green,322,0.24,407,Summer,Unisex,1.4,2023-06-13,11,Average quality for the price.
P0008,T-Shirt,Wool,Blue,163,0.22,250,Summer,Unisex,1.0,2023-08-02,15,Feels breathable and light.
P0219,Sweatpants,Cotton,Green,224,0.06,332,Fall,Female,1.47,2024-10-27,10,Color fades after a few washes.
P0128,Hoodie,Spandex,Red,237,0.17,355,Fall,Female,1.06,2023-10-11,13,My kid loves wearing this every day.
P0286,Shorts,Cotton,Red,28,0.17,58,Fall,Female,1.21,2023-11-07,15,Feels breathable and light.
P0125,T-Shirt,Cotton,Pink,29,0.21,171,Fall,Unisex,1.4,2024-09-17,13,My kid loves wearing this every day.
P0078,Sweatpants,Wool,White,378,0.23,451,Winter,Female,1.03,2024-12-20,6,Size runs smaller than expected.
P0249,Leggings,Wool,Yellow,392,0.21,452,Winter,Female,1.03,2023-02-20,10,Perfect fit and great quality.
P0171,Sweatpants,Fleece,Pink,36,0.15,160,Spring,Female,1.41,2024-04-28,9,Feels breathable and light.
P0087,Jacket,Polyester,Yellow,150,0.25,272,Fall,Male,1.32,2023-09-25,3,Feels breathable and light.
P0257,Sweatpants,Cotton,Grey,21,0.17,126,Winter,Female,1.2,2023-12-12,8,Zipper broke after one use.
P0266,Jacket,Wool,Grey,217,0.1,406,Spring,Male,1.02,2023-04-22,9,Perfect fit and great quality.
P0050,Sweatpants,Cotton,Pink,421,0.09,497,Summer,Male,1.13,2024-07-23,15,Nice design but size mismatch was an issue.
P0256,Shorts,Polyester,Pink,99,0.26,193,Spring,Male,1.43,2024-05-16,6,Average quality for the price.
P0252,Shorts,Spandex,Yellow,8,0.08,190,Fall,Male,1.17,2023-11-30,7,Excellent stitching and finish.
P0149,T-Shirt,Polyester,Black,300,0.21,444,Spring,Unisex,1.18,2023-05-21,13,"Comfortable fabric, however the color fades quickly."
P0075,Shorts,Wool,Grey,150,0.02,276,Fall,Male,1.08,2024-10-06,12,Loved the design and comfort.
P0178,Dress,Cotton,Blue,32,0.11,141,Winter,Male,1.07,2023-12-03,4,Excellent stitching and finish.
P0263,Shorts,Wool,Green,14,0.15,189,Winter,Unisex,1.06,2024-02-25,10,Perfect fit and great quality.
P0228,T-Shirt,Polyester,Green,241,0.31,317,Fall,Male,1.32,2023-09-18,13,Perfect fit and great quality.
P0259,T-Shirt,Polyester,Green,299,0.24,465,Winter,Female,1.31,2023-01-06,5,Nice design but size mismatch was an issue.
P0276,T-Shirt,Wool,Red,366,0.04,444,Winter,Female,1.49,2023-02-15,5,Feels breathable and light.
P0113,Sweatpants,Polyester,Grey,202,0.3,291,Summer,Unisex,1.14,2023-06-07,3,Nice design but size mismatch was an issue.
P0240,Sweatpants,Wool,Blue,29,0.34,194,Fall,Male,1.3,2024-11-30,3,Loved the design and comfort.
P0236,Dress,Cotton,Pink,198,0.13,304,Winter,Male,1.15,2023-02-08,6,Size runs smaller than expected.
P0008,T-Shirt,Wool,Pink,294,0.04,463,Spring,Unisex,1.2,2023-04-24,9,The stitching quality could be better.
P0003,Sweatpants,Wool,Black,179,0.12,232,Summer,Unisex,1.28,2023-07-03,10,Feels breathable and light.
P0186,Sweatpants,Wool,Blue,289,0.03,309,Summer,Unisex,1.16,2024-06-26,8,The color is vibrant and attractive.
P0247,Dress,Cotton,Yellow,11,0.16,108,Spring,Female,1.39,2024-03-14,5,Loved the design and comfort.
P0082,Dress,Fleece,White,220,0.2,302,Fall,Unisex,1.03,2023-11-03,15,Color fades after a few washes.
P0106,T-Shirt,Spandex,Green,219,0.07,387,Spring,Female,1.14,2023-04-24,3,The fabric is soft and comfortable.
P0187,Leggings,Wool,White,99,0.06,180,Summer,Female,1.3,2023-07-20,11,"Comfortable fabric, however the color fades quickly."
P0144,Dress,Cotton,Blue,150,0.12,280,Summer,Unisex,1.05,2023-06-24,11,Color fades after a few washes.
P0300,Dress,Polyester,Black,37,0.05,68,Winter,Female,1.37,2024-12-05,7,Average quality for the price.
P0274,Dress,Spandex,Red,146,0.04,250,Spring,Male,1.15,2023-04-03,7,"It's okay, nothing special."
P0176,Dress,Wool,Green,310,0.06,435,Spring,Unisex,1.37,2023-03-04,7,Loved the design and comfort.
P0008,Dress,Spandex,Red,91,0.05,218,Summer,Female,1.19,2023-06-02,15,Excellent stitching and finish.
P0020,Dress,Cotton,Yellow,104,0.03,267,Fall,Male,1.23,2024-10-26,3,Zipper broke after one use.
P0204,Shorts,Fleece,Grey,274,0.25,464,Spring,Male,1.05,2023-03-05,14,"Comfortable fabric, however the color fades quickly."
P0181,Leggings,Cotton,Pink,249,0.13,436,Spring,Female,1.25,2023-05-07,5,The color is vibrant and attractive.
P0040,Sweatpants,Wool,Green,267,0.32,447,Summer,Female,1.26,2024-08-09,7,Color fades after a few washes.
P0278,Dress,Wool,White,91,0.31,262,Winter,Male,1.32,2024-01-31,5,Feels breathable and light.
P0125,Dress,Wool,Grey,287,0.33,393,Summer,Male,1.28,2023-07-12,14,Fabric feels rough and uncomfortable.
P0076,Jacket,Polyester,Black,80,0.17,266,Winter,Male,1.05,2024-01-04,5,The stitching quality could be better.
P0199,Leggings,Polyester,Red,49,0.24,99,Fall,Female,1.19,2024-09-19,3,Average quality for the price.
P0105,Dress,Spandex,Grey,138,0.25,172,Spring,Unisex,1.08,2023-04-10,8,Nice design but size mismatch was an issue.
P0148,T-Shirt,Cotton,Red,138,0.05,191,Fall,Male,1.15,2024-10-17,12,Feels breathable and light.
P0277,Hoodie,Spandex,Black,66,0.25,201,Fall,Unisex,1.24,2023-09-04,13,Fabric feels rough and uncomfortable.
P0119,T-Shirt,Cotton,Black,174,0.18,309,Spring,Male,1.42,2024-03-16,7,My kid loves wearing this every day.
P0161,Dress,Wool,Red,75,0.29,174,Winter,Unisex,1.38,2024-12-26,6,Decent but could be better.
P0255,T-Shirt,Wool,Black,41,0.3,161,Summer,Unisex,1.5,2024-08-01,15,Feels breathable and light.
P0003,Hoodie,Polyester,Grey,50,0.26,164,Fall,Male,1.16,2024-09-17,10,Average quality for the price.
P0284,Dress,Fleece,Red,207,0.35,317,Fall,Female,1.03,2023-09-27,12,The color is vibrant and attractive.
P0272,Leggings,Cotton,Green,260,0.05,390,Spring,Female,1.49,2024-04-11,9,Loved the design and comfort.
P0097,T-Shirt,Cotton,Pink,10,0.14,144,Fall,Male,1.5,2024-10-07,13,The stitching quality could be better.
P0280,Hoodie,Wool,Pink,162,0.27,240,Fall,Female,1.36,2023-11-02,7,Perfect fit and great quality.
P0261,Dress,Cotton,Black,61,0.25,147,Summer,Female,1.2,2023-07-04,10,The color is vibrant and attractive.
P0082,Leggings,Fleece,Pink,154,0.22,219,Winter,Female,1.21,2023-01-03,7,Feels breathable and light.
P0115,Jacket,Cotton,Pink,221,0.14,367,Winter,Male,1.08,2024-12-11,5,"Comfortable fabric, however the color fades quickly."
P0038,Hoodie,Polyester,Red,64,0.04,206,Spring,Male,1.1,2023-04-30,10,Feels breathable and light.
P0240,T-Shirt,Cotton,Grey,397,0.12,588,Summer,Unisex,1.03,2024-07-20,6,My kid loves wearing this every day.
P0177,T-Shirt,Polyester,Blue,20,0.09,151,Summer,Unisex,1.02,2023-08-02,3,The stitching quality could be better.
P0272,Shorts,Polyester,Blue,305,0.08,489,Summer,Male,1.4,2024-06-09,12,Loved the design and comfort.
P0149,T-Shirt,Fleece,Red,425,0.23,605,Winter,Male,1.38,2024-12-31,5,Excellent stitching and finish.
P0022,Hoodie,Polyester,Blue,328,0.14,371,Winter,Female,1.33,2023-12-06,4,"It's okay, nothing special."
P0111,Dress,Fleece,Grey,99,0.22,272,Winter,Unisex,1.39,2024-02-21,7,Average quality for the price.
P0288,Leggings,Spandex,Black,255,0.05,388,Spring,Male,1.36,2024-04-03,13,My kid loves wearing this every day.
P0104,T-Shirt,Spandex,Green,80,0.06,248,Fall,Female,1.4,2024-11-21,14,The fabric is soft and comfortable.
P0025,Sweatpants,Cotton,Pink,48,0.09,237,Winter,Male,1.28,2024-02-27,8,Loved the design and comfort.
P0225,T-Shirt,Fleece,Black,42,0.11,172,Spring,Male,1.12,2023-05-07,10,Perfect fit and great quality.
P0153,Leggings,Cotton,Green,58,0.34,96,Fall,Female,1.15,2024-10-22,4,My kid loves wearing this every day.
P0036,Leggings,Fleece,Yellow,228,0.32,420,Winter,Unisex,1.17,2024-02-03,5,The fabric is soft and comfortable.
P0221,Hoodie,Fleece,Yellow,75,0.15,240,Winter,Unisex,1.1,2023-12-25,7,"It's okay, nothing special."
P0157,Shorts,Polyester,Black,220,0.09,275,Winter,Female,1.41,2024-01-17,9,"It's okay, nothing special."
P0189,T-Shirt,Spandex,Pink,341,0.03,402,Spring,Female,1.25,2023-04-22,6,The fabric is soft and comfortable.
P0056,Leggings,Wool,Grey,267,0.25,319,Winter,Male,1.01,2024-02-25,11,Excellent stitching and finish.
P0024,Jacket,Fleece,Red,57,0.03,209,Fall,Male,1.08,2023-10-15,12,The product arrived damaged.
P0124,Dress,Fleece,White,81,0.04,211,Spring,Unisex,1.46,2023-04-17,13,"It's okay, nothing special."
P0075,Hoodie,Cotton,Green,302,0.12,439,Spring,Male,1.37,2024-05-22,9,Loved the design and comfort.
P0159,Jacket,Spandex,Yellow,275,0.09,426,Winter,Female,1.16,2024-01-24,7,The color is vibrant and attractive.
P0021,Dress,Wool,Green,310,0.23,433,Winter,Male,1.21,2024-02-03,6,Size runs smaller than expected.
P0162,Sweatpants,Spandex,Yellow,193,0.22,280,Spring,Male,1.34,2024-03-12,5,Loved the design and comfort.
P0183,Jacket,Wool,White,101,0.27,290,Summer,Male,1.34,2024-06-26,15,Fabric feels rough and uncomfortable.
P0076,Jacket,Fleece,Red,226,0.27,344,Summer,Female,1.43,2024-07-31,6,Perfect fit and great quality.
P0298,Leggings,Fleece,Black,263,0.25,401,Spring,Female,1.32,2024-04-20,4,Excellent stitching and finish.
P0239,Hoodie,Cotton,Yellow,159,0.33,294,Spring,Male,1.45,2023-05-22,5,Perfect fit and great quality.
P0212,Dress,Fleece,Yellow,28,0.08,154,Spring,Unisex,1.46,2024-04-16,12,Nice design but size mismatch was an issue.
P0090,Leggings,Cotton,Yellow,75,0.15,260,Summer,Unisex,1.45,2024-07-11,12,Loved the design and comfort.
P0194,Dress,Wool,Blue,222,0.15,373,Summer,Female,1.42,2023-06-13,15,Average quality for the price.
P0084,Hoodie,Fleece,Black,56,0.34,170,Winter,Female,1.26,2024-01-22,4,Loved the design and comfort.
P0217,Leggings,Cotton,Grey,150,0.31,182,Fall,Male,1.49,2024-09-03,9,Feels breathable and light.
P0052,Shorts,Spandex,Grey,161,0.31,354,Fall,Female,1.27,2024-09-11,12,Loved the design and comfort.
P0022,Leggings,Cotton,White,190,0.15,283,Fall,Unisex,1.07,2023-09-28,14,Fabric feels rough and uncomfortable.
P0280,Dress,Polyester,Black,176,0.13,258,Fall,Unisex,1.23,2023-09-21,15,Nice design but size mismatch was an issue.
P0294,T-Shirt,Polyester,White,313,0.32,487,Summer,Female,1.2,2023-07-17,12,My kid loves wearing this every day.
P0163,Leggings,Wool,Grey,43,0.16,115,Fall,Male,1.4,2024-10-11,6,The fabric is soft and comfortable.
P0052,Jacket,Cotton,Red,215,0.34,368,Spring,Unisex,1.28,2024-03-08,13,Excellent stitching and finish.
P0213,Hoodie,Cotton,Pink,218,0.34,266,Fall,Unisex,1.36,2024-10-17,12,Size runs smaller than expected.
P0156,Jacket,Cotton,Grey,211,0.29,234,Summer,Male,1.27,2024-07-23,5,The product arrived damaged.
P0228,Leggings,Fleece,Pink,237,0.26,328,Winter,Male,1.03,2024-12-23,6,The fabric is soft and comfortable.
P0215,Shorts,Spandex,Grey,57,0.24,131,Winter,Female,1.29,2023-01-24,11,Great color but the stitching could be better.
P0171,Dress,Polyester,Grey,168,0.1,188,Summer,Unisex,1.49,2024-07-07,9,Excellent stitching and finish.
P0226,Jacket,Cotton,Black,239,0.2,276,Summer,Male,1.45,2023-06-21,9,Zipper broke after one use.
P0174,Sweatpants,Fleece,Black,210,0.31,306,Spring,Unisex,1.14,2024-05-07,7,Decent but could be better.
P0130,Jacket,Fleece,Blue,73,0.22,266,Spring,Unisex,1.42,2024-05-23,5,The fabric is soft and comfortable.
P0020,Hoodie,Spandex,Grey,201,0.03,289,Winter,Female,1.39,2024-02-23,10,Perfect fit and great quality.
P0159,Dress,Cotton,Grey,286,0.23,445,Summer,Female,1.19,2024-06-17,7,Size runs smaller than expected.
P0130,T-Shirt,Cotton,Pink,252,0.35,319,Spring,Female,1.04,2024-03-28,15,The color is vibrant and attractive.
P0072,T-Shirt,Spandex,Grey,120,0.35,191,Summer,Unisex,1.23,2024-06-07,5,The color is vibrant and attractive.
P0176,Shorts,Fleece,Pink,189,0.06,326,Winter,Unisex,1.38,2023-12-18,11,The product arrived damaged.
P0135,Hoodie,Spandex,Yellow,150,0.16,286,Winter,Female,1.18,2024-02-16,12,The fabric is soft and comfortable.
P0294,Leggings,Cotton,Grey,20,0.06,124,Summer,Male,1.48,2023-06-15,15,"Comfortable fabric, however the color fades quickly."
P0242,Leggings,Polyester,Red,252,0.33,284,Spring,Unisex,1.31,2024-03-19,5,Feels breathable and light.
P0134,T-Shirt,Fleece,Green,52,0.15,227,Spring,Unisex,1.44,2024-03-24,5,Great color but the stitching could be better.
P0286,Sweatpants,Spandex,White,276,0.26,343,Summer,Unisex,1.03,2023-08-31,5,The fabric is soft and comfortable.
P0275,Shorts,Spandex,Yellow,51,0.17,246,Spring,Male,1.3,2023-05-22,7,Feels breathable and light.
P0217,Shorts,Spandex,Yellow,196,0.21,291,Summer,Unisex,1.32,2023-07-11,14,The color is vibrant and attractive.
P0045,T-Shirt,Fleece,Pink,459,0.15,633,Winter,Female,1.43,2024-02-16,9,Excellent stitching and finish.
P0284,T-Shirt,Spandex,Black,357,0.3,466,Summer,Female,1.21,2023-07-25,8,"It's okay, nothing special."
P0157,Dress,Spandex,Green,17,0.04,46,Winter,Male,1.03,2024-02-25,6,Excellent stitching and finish.
P0188,T-Shirt,Wool,Red,257,0.21,303,Winter,Unisex,1.21,2023-02-23,13,My kid loves wearing this every day.
P0220,Sweatpants,Polyester,Yellow,25,0.12,57,Fall,Male,1.5,2024-10-13,7,Average quality for the price.
P0039,Hoodie,Spandex,Red,72,0.31,249,Summer,Male,1.4,2024-08-03,6,Perfect fit and great quality.
P0055,Sweatpants,Wool,Pink,226,0.22,263,Fall,Unisex,1.48,2024-11-12,13,Color fades after a few washes.
P0174,Hoodie,Fleece,Red,436,0.27,548,Winter,Male,1.37,2023-02-25,3,Perfect fit and great quality.
P0138,Dress,Wool,Green,287,0.04,378,Fall,Unisex,1.36,2024-11-01,5,Zipper broke after one use.
P0153,Dress,Fleece,Red,332,0.29,442,Fall,Female,1.48,2024-10-24,4,Excellent stitching and finish.
P0067,Hoodie,Spandex,Grey,256,0.18,317,Winter,Male,1.38,2024-12-03,15,My kid loves wearing this every day.
P0102,Jacket,Cotton,Yellow,339,0.33,536,Winter,Female,1.25,2024-02-11,6,Size runs smaller than expected.
P0292,T-Shirt,Cotton,Grey,165,0.16,296,Spring,Unisex,1.36,2023-03-02,9,Excellent stitching and finish.
P0207,Dress,Cotton,Blue,7,0.02,156,Spring,Male,1.02,2024-05-21,12,Feels breathable and light.
P0001,Shorts,Fleece,Pink,454,0.09,584,Winter,Male,1.34,2023-02-04,11,The fabric is soft and comfortable.
P0076,Sweatpants,Wool,Black,218,0.19,389,Fall,Female,1.26,2023-09-09,7,Zipper broke after one use.
P0157,Dress,Wool,Pink,187,0.23,297,Spring,Female,1.34,2023-05-24,12,Average quality for the price.
P0032,Dress,Polyester,White,124,0.07,236,Fall,Female,1.17,2023-10-19,13,Zipper broke after one use.
P0135,T-Shirt,Cotton,Yellow,267,0.27,360,Winter,Male,1.45,2023-01-16,13,Excellent stitching and finish.
P0294,Hoodie,Fleece,Grey,443,0.31,619,Winter,Female,1.38,2023-12-18,5,Decent but could be better.
P0253,Hoodie,Spandex,Green,339,0.08,535,Spring,Female,1.13,2023-03-02,13,Zipper broke after one use.
P0177,Hoodie,Fleece,Green,300,0.19,461,Summer,Male,1.03,2023-08-22,3,The stitching quality could be better.
P0205,Hoodie,Fleece,Red,22,0.23,105,Fall,Male,1.27,2024-11-05,14,"It's okay, nothing special."
P0254,Sweatpants,Polyester,Black,234,0.1,278,Fall,Female,1.46,2024-10-20,3,My kid loves wearing this every day.
P0075,Leggings,Polyester,Pink,34,0.08,155,Fall,Female,1.13,2024-11-26,12,The color is vibrant and attractive.
P0145,Shorts,Cotton,Black,73,0.04,189,Spring,Female,1.16,2024-04-28,9,Excellent stitching and finish.
P0202,Shorts,Polyester,Grey,322,0.17,428,Summer,Unisex,1.03,2023-06-03,10,The product arrived damaged.
P0152,T-Shirt,Spandex,Red,68,0.14,214,Winter,Female,1.12,2024-02-24,6,Decent but could be better.
P0039,T-Shirt,Cotton,Grey,68,0.23,214,Summer,Female,1.2,2024-07-26,3,The fabric is soft and comfortable.
P0261,Jacket,Spandex,White,181,0.33,290,Spring,Female,1.19,2023-03-09,15,"It's okay, nothing special."
P0063,Jacket,Spandex,Green,293,0.03,395,Spring,Female,1.43,2024-03-09,4,Perfect fit and great quality.
P0241,Dress,Cotton,Green,33,0.05,154,Fall,Unisex,1.45,2023-10-19,8,"It's okay, nothing special."
P0176,Shorts,Polyester,Grey,308,0.06,495,Summer,Unisex,1.4,2024-07-31,3,Average quality for the price.
P0271,Shorts,Polyester,White,171,0.06,214,Fall,Unisex,1.39,2023-09-28,6,"Comfortable fabric, however the color fades quickly."
P0180,T-Shirt,Fleece,White,225,0.23,399,Fall,Male,1.17,2023-10-21,13,"Comfortable fabric, however the color fades quickly."
P0029,Shorts,Wool,Red,214,0.06,407,Summer,Male,1.25,2024-06-10,5,Excellent stitching and finish.
P0111,T-Shirt,Fleece,Pink,156,0.06,213,Fall,Unisex,1.35,2024-09-16,8,Feels breathable and light.
P0231,Leggings,Polyester,Pink,13,0.25,210,Fall,Male,1.42,2024-09-26,9,The product arrived damaged.
P0064,Jacket,Spandex,Green,265,0.26,344,Spring,Unisex,1.36,2023-03-17,9,Loved the design and comfort.
P0094,Sweatpants,Polyester,Green,192,0.07,280,Spring,Unisex,1.14,2023-04-07,8,Feels breathable and light.
P0132,Hoodie,Wool,White,16,0.11,196,Spring,Unisex,1.29,2024-04-20,14,Great color but the stitching could be better.
P0250,T-Shirt,Polyester,Red,213,0.21,269,Spring,Male,1.31,2024-03-30,6,Decent but could be better.
P0011,Shorts,Wool,Green,121,0.03,143,Winter,Unisex,1.41,2024-01-30,14,The color is vibrant and attractive.
P0208,Jacket,Polyester,White,133,0.19,182,Spring,Female,1.21,2023-05-14,6,The fabric is soft and comfortable.
P0002,Dress,Wool,Red,97,0.09,179,Fall,Unisex,1.35,2023-09-19,4,The color is vibrant and attractive.
P0263,Leggings,Fleece,Grey,118,0.33,272,Fall,Unisex,1.05,2024-09-10,9,Excellent stitching and finish.
P0169,Jacket,Fleece,Yellow,346,0.2,393,Summer,Female,1.08,2023-07-19,3,"It's okay, nothing special."
P0266,Hoodie,Polyester,Black,219,0.22,396,Fall,Male,1.1,2023-10-02,11,Fabric feels rough and uncomfortable.
P0280,Shorts,Fleece,Pink,10,0.04,132,Spring,Unisex,1.26,2024-04-08,5,The product arrived damaged.
P0270,Jacket,Wool,Green,71,0.14,182,Fall,Male,1.04,2024-09-11,5,My kid loves wearing this every day.
P0181,T-Shirt,Polyester,Pink,86,0.07,238,Summer,Female,1.22,2023-06-19,11,"Comfortable fabric, however the color fades quickly."
P0279,Dress,Wool,Blue,301,0.16,474,Winter,Unisex,1.09,2024-01-05,10,The fabric is soft and comfortable.
P0099,Jacket,Cotton,Grey,387,0.34,553,Summer,Male,1.35,2024-08-10,6,Excellent stitching and finish.
P0110,Shorts,Polyester,Grey,207,0.04,376,Winter,Female,1.24,2023-12-04,9,Fabric feels rough and uncomfortable.
P0217,Shorts,Cotton,Grey,193,0.26,261,Winter,Female,1.47,2024-01-24,14,"It's okay, nothing special."
P0058,Dress,Cotton,Red,321,0.31,398,Winter,Male,1.24,2023-02-14,13,The color is vibrant and attractive.
P0158,Shorts,Spandex,Pink,227,0.26,376,Summer,Unisex,1.15,2024-06-18,6,"Comfortable fabric, however the color fades quickly."
P0029,Dress,Cotton,Pink,338,0.17,512,Spring,Unisex,1.46,2023-05-04,15,Feels breathable and light.
P0117,Leggings,Cotton,Yellow,13,0.1,55,Summer,Male,1.47,2023-07-17,4,"It's okay, nothing special."
P0170,Jacket,Wool,Yellow,208,0.07,362,Fall,Male,1.31,2024-09-04,4,Perfect fit and great quality.
P0240,Shorts,Spandex,Green,152,0.06,351,Winter,Female,1.35,2024-12-26,5,My kid loves wearing this every day.
P0198,Dress,Fleece,Green,273,0.02,350,Winter,Unisex,1.04,2024-02-09,4,Average quality for the price.
P0163,Jacket,Cotton,Blue,55,0.08,212,Winter,Male,1.25,2023-12-23,12,"It's okay, nothing special."
P0276,Sweatpants,Fleece,Red,36,0.27,67,Spring,Female,1.29,2024-03-31,4,The fabric is soft and comfortable.
P0050,Hoodie,Polyester,Black,213,0.05,240,Fall,Unisex,1.17,2024-10-31,3,My kid loves wearing this every day.
P0059,Leggings,Spandex,Yellow,286,0.04,331,Fall,Female,1.05,2024-11-06,8,Excellent stitching and finish.
P0295,Dress,Wool,Green,201,0.2,267,Fall,Female,1.01,2024-10-10,5,Decent but could be better.
P0143,T-Shirt,Spandex,Green,182,0.09,231,Spring,Female,1.14,2024-05-19,5,Great color but the stitching could be better.
P0182,Sweatpants,Fleece,Yellow,36,0.03,233,Summer,Female,1.06,2024-06-24,5,The color is vibrant and attractive.
P0031,Hoodie,Cotton,Green,193,0.25,391,Winter,Male,1.02,2023-12-24,4,"It's okay, nothing special."
P0016,Jacket,Cotton,Yellow,285,0.04,387,Spring,Male,1.48,2024-04-08,4,"Comfortable fabric, however the color fades quickly."
P0182,Leggings,Cotton,Black,17,0.09,112,Fall,Unisex,1.24,2023-10-12,7,The color is vibrant and attractive.
P0040,Leggings,Wool,Yellow,108,0.21,150,Spring,Unisex,1.19,2024-04-15,7,Loved the design and comfort.
P0048,Shorts,Polyester,Red,294,0.14,368,Fall,Male,1.33,2023-10-04,6,Loved the design and comfort.
P0042,T-Shirt,Fleece,Yellow,204,0.11,378,Fall,Female,1.35,2024-10-31,7,The color is vibrant and attractive.
P0156,Sweatpants,Polyester,Yellow,216,0.07,386,Fall,Female,1.33,2024-10-19,3,The color is vibrant and attractive.
P0099,Shorts,Fleece,Grey,247,0.18,438,Spring,Female,1.48,2024-05-06,13,Loved the design and comfort.
P0173,T-Shirt,Wool,Pink,144,0.18,197,Fall,Male,1.09,2024-09-21,6,Zipper broke after one use.
P0078,Jacket,Fleece,Red,138,0.15,230,Fall,Female,1.33,2024-09-18,12,Size runs smaller than expected.
P0096,T-Shirt,Polyester,Grey,33,0.04,108,Fall,Male,1.37,2024-10-13,11,The stitching quality could be better.
P0193,Dress,Polyester,White,318,0.28,398,Spring,Male,1.05,2024-04-18,11,The stitching quality could be better.
